가게명,지역화폐,주메뉴,동,상세주소,평점,메뉴목록
소문난순대국왕족발,X,순대,중곡동,서울 광진구 능동로47길 21 1층,2.9,"직화 불족발(35,000원), 야채곱창볶음소(13,000원), 반반머리고기(20,000원), 머리고기(20,000원), 술국(12,000원), 영양족발(30,000원), 반반불족발(35,000원), 알곱창소(13,000원), 순대곱창볶음(18,000원), 순대국(10,000원), 오소리감투(20,000원), 불족발（반반족발）＋곱창볶음（2인분）＋술국(59,000원), 공기밥(1,000원), 김치(1,000원), 깍두기(1,000원), 콜라(2,000원), 사이다(2,000원)"
양평해장국 중곡점,X,해장국,중곡동,서울 광진구 동일로 402 1층,4.0,
속리산흑염소,O,"사철탕,영양탕",중곡동,서울 광진구 용마산로4길 16,5.0,"흑염소 곰탕(18,000원), 흑염소탕(18,000원), 수육 (1인분)(38,000원), 전골 (1인분)(36,000원), 무침 (1인분)(36,000원)"
서민닭갈비곱창 중곡본점,X,닭요리,중곡동,서울 광진구 영화사로 3,4.8,"막창구이 (2인분)(20,000원), 알곱창볶음 (2인분)(20,000원), 야채곱창 (2인분)(18,000원), 순대볶음 (2인분)(20,000원), 오돌뼈 (2인분)(20,000원), 오소리감투 (2인분)(20,000원), 순대곱창볶음 (2인분)(19,000원), 오소리곱창볶음 (2인분)(20,000원), 곱창허파볶음 (2인분)(20,000원), 떡볶이 (1인분)(3,000원), 순대 (1인분)(3,000원), 오뎅 (1인분)(1,500원), 만두 (2개)(1,000원), 계란 (2개)(1,000원)"
능동숯불갈비,O,한식,중곡동,서울 광진구 면목로 55 1층,3.7,"돼지갈비(15,000원), 생삼겹살(15,000원), 소불고기전골(17,000원), 제육볶음(9,000원), 부대찌개(8,000원), 김치찌개(8,000원)"
꿀쌈함흥면옥 중곡점,X,냉면,중곡동,서울 광진구 면목로 52 1층,3.8,"매운갈비전골(소)(42,000원), 제육한판(소)(25,000원), 옛날전통불고기구이(2인이상)(16,000원), 옛날전통불고기전골(2인이상)(16,000원), 회냉면(10,000원), 도가니탕(15,000원), 특갈비탕(15,000원), 매운갈비찜(15,000원), 갈비탕(13,000원), 불고기뚝배기(11,000원), 제육뚝배기(9,000원), 설렁탕(9,000원), 비빔냉면(9,000원), 물냉면(9,000원)"
제일족발곱창,X,"족발,보쌈",중곡동,서울 광진구 긴고랑로11길 11 1층,4.8,"곱창(7,000원), 순대국(6,000원), 잔치국수(3,000원), 비빔국수(3,000원), 팥죽(3,000원), 호박죽(3,000원), 족발(17,000원)"
광수육회 중곡본점,X,"육류,고기",중곡동,서울 광진구 면목로13길 3 1층,4.7,"육회(11,000원), 육사시미(24,000원), 고추장육회(20,000원), 육회비빔밥(9,500원), 소고기국밥(9,500원), 비빔육회(20,000원), 불고기비빔밥(9,500원), 장조림덮밥(9,500원), 아기주먹밥(6,000원)"
본죽 중곡동점,X,죽,중곡동,서울 광진구 면목로 133 1층,3.2,"[NEW] 황금산삼배양근 쇠고기전복죽(33,000원), [NEW] 신선감태 홍게새우죽(33,000원), [NEW] 추어죽(16,000원), 전복죽 （보양）(14,000원), 쇠고기야채죽(12,500원), 푸팟퐁커리게살쮺(카레)(본죽 반반죽)(17,500원), 특전복죽 （전복 3배）(22,000원), 전복내장죽(16,000원), 쇠고기버섯죽(12,000원), 7가지야채죽(10,500원), 참치야채죽(11,500원), 흰죽(7,000원), 단팥죽(달콤한 새알팥죽)(11,500원), 단호박죽(11,500원), 쇠고기미역죽(12,000원), 새우죽(11,000원), 통영굴버섯죽(11,000원), 동지팥죽(담백한 밥알팥죽)(11,000원), 녹두죽(10,500원), 흑임자죽(10,500원), (보양선물추천) 본죽 아롱사태 도가니 장조림(7,800원), 호두정과(30g)(2,500원), 참깨계란새우쮺(본죽 반반죽)(13,000원), 로제해물쮺(본죽 반반죽)(14,000원), 진전복죽 （전복 2배）(18,000원), 진전복내장죽 （전복 2배）(20,000원), 특전복내장죽 （전복 3배）(24,000원), 트러플전복죽(18,000원), 특트러플전복죽 （전복 2배）(25,000원), 삼계전복죽 （보양）(18,000원)"
용마골참생고기마을,X,"육류,고기",중곡동,서울 광진구 용마산로27길 4,5.0,"제육쌈밥(10,000원), 육개장(9,000원), 청국장(8,000원), 뚝불고기(9,000원), 차돌된장(9,000원), 순두부(8,000원), 김치찌개(8,000원), 된장찌개(8,000원), 냉면(8,000원), 육회 (180g)(21,000원), 생등심 (600g)(109,000원), 갈비살 (500g)(129,000원), 치마살 (600g)(119,000원), 차돌박이 (180g)(22,000원), 삼겹살 (600g)(42,000원), 대패삼겹살 (600g)(41,000원), 목등심 (600g)(42,000원), 항정살 (600g)(55,000원), 가브리살 (600g)(47,000원)"
솥뚜껑삼겹살,O,삼겹살,중곡동,서울 광진구 영화사로 38 청기와월드타운 1층 105호,4.6,"차돌박이 (200g)(20,000원), 생삼겹살 (200g)(12,000원), 생목살 (200g)(12,000원), 생항정살 (200g)(13,000원), 매운갈비찜 (뚝배기) (점심메뉴)(7,000원)"
아차산옹심이메밀칼국수,X,칼국수,중곡동,서울 광진구 용마산로2길 7 1층,5.0,"메밀칼국수(8,000원), 옹심이메밀칼국수(9,000원), 감자옹심이(10,000원), 메밀전병(7,000원), 메밀왕만두(7,000원), 떡만두국(9,000원), 비빔막국수(9,000원), 냉막국수(9,000원), 감자전(17,000원)"
신성손칼국수,X,칼국수,중곡동,서울 광진구 영화사로 8 1층,4.5,
민지네감자탕해장국,O,감자탕,중곡동,서울 광진구 긴고랑로 89 1층,4.1,"곱창전골(32,000원), 감자탕（고기 부들 끝판왕~）(31,000원), 양선지해장국（최강 부들부들 선지）(12,000원), 뼈해장국（고기 부들 끝판왕~）(11,500원), 선지해장국（최강 부들부들 선지）(10,000원), 수제돈까스(11,000원), 공기밥(1,000원), 사이다 355mL(2,000원), 코카콜라 355mL(2,000원), 깍두기(1,500원), 참이슬 후레쉬(4,000원), 참이슬 오리지널(4,000원), 처음처럼(4,000원), 카스(4,000원)"
찜닭마루 장수칡냉면,X,냉면,중곡동,서울 광진구 능동로38길 3 1층,3.5,"[간장]안동찜닭(21,000원), 고추장찜닭(21,000원), [국내산 닭다리살]순살찜닭(22,000원), [국내산 닭다리살]순살치즈찜닭(25,000원), 매콤한 신[辛]불찜닭 中(28,000원), 매콤한 신[辛]불찜닭 大(34,000원), 매콤한 신[辛]닭도리탕 中(28,000원), 매콤한 신[辛]닭도리탕 大(34,000원), 고추장닭볶음탕 2~3인(중)(28,000원), 고추장닭볶음탕 3~4인분(대)(34,000원), 공기밥(1,000원), 사이다 500mL(2,000원), 사이다 1.2L(3,000원), 콜라 500mL(2,000원), 콜라 1.25L(3,000원), 참이슬 후레쉬(4,000원), 참이슬 오리지날(4,000원), 처음처럼(4,000원), 카스(4,000원)"
장수 닭한마리손칼국수,X,닭요리,중곡동,서울 광진구 답십리로 364 1층,4.6,"닭한마리(소)(28,000원), 감자 닭볶음탕 (소)(32,000원), 닭곰탕(9,000원), 닭칼국수(9,000원), 닭개장(9,000원)"
곰곰탕,O,곰탕,중곡동,서울 광진구 용마산로 128 원방빌딩 1층,4.6,"곰곰탕(8,500원), 비빔국수(9,000원), 1인 제육무침(5,000원), 홍곰탕(9,000원), 곰탕세트(13,000원), 비빔국수세트(12,500원), 곰탕만두세트(12,000원)"
본할머니보쌈,X,"족발,보쌈",중곡동,서울 광진구 면목로 160 1층,5.0,"본보쌈 (소)(39,000원), 쌈보쌈 (소)(39,000원), 모듬보쌈 (소)(41,000원), 한마당보쌈 (소)(73,000원), 족쌈 (소)(52,000원), 왕족발 (소)(42,000원), 쟁반국수(16,000원), 막국수(7,000원)"
송영옥진주육전냉면,O,냉면,중곡동,서울 광진구 능동로47길 4,3.0,"육전물냉면(7,000원), 육전비빔냉면(8,000원), 육전물비빔냉면(8,000원), 육전회비빔냉면(9,000원), 육전(15,000원), 명태회무침(15,000원), 전병(6,000원), 고기만두(5,000원), 김치만두(5,000원)"
하나양곱창,O,"곱창,막창",중곡동,서울 광진구 능동로38길 10 1층,4.9,"한우 모듬(27,900원), 한우 곱창(25,900원), 한우 대창(24,900원), 한우 막창(25,900원), 한우 염통(15,900원), 한우 곱창전골(中)(38,000원)"
돈까스&부대찌개 황토마을,X,한식,중곡동,서울 광진구 긴고랑로 45 1층,4.6,"김치 부대찌개(9,000원), 대패삼겹 부대찌개(10,000원), 우삼겹 부대찌개(11,000원), 제육볶음(9,000원), 수제돈까스(9,000원)"
돌산보리밥김밥,X,한식,중곡동,서울 광진구 용마산로 156 1층,4.2,"보리밥(6,000원), 김밥(2,000원)"
강원도이옥순만두국,X,한식,중곡동,서울 광진구 면목로 189-1 1층,4.8,"소고기 만둣국(8,000원), 김치만두국(8,000원), 메밀비빔국수(8,000원), 물냉면(8,000원), 비빔냉면(8,000원), 반반만둣국(8,000원)"
목포항세꼬시,X,회,중곡동,서울 광진구 용마산로 31 1층,4.6,"도다리 세꼬시(소)(40,000원), 광어(소)(40,000원), 우럭(소)(40,000원), 모듬회(중)(60,000원), 낙지(30,000원)"
금수산보신탕,X,"사철탕,영양탕",중곡동,서울 광진구 용마산로 13,4.0,
기분좋은밥집,X,한식,중곡동,서울 광진구 긴고랑로 71,5.0,"낙지비빔밥(7,000원), 동치미냉면(5,000원), 된장뚝배기(5,000원), 마늘돼지갈비찜(15,000원), 수제왕돈가스(6,000원), 웰빙백반(5,000원), 낙지파전(10,000원), 녹두빈대떡(10,000원), 모듬생선구이(15,000원), 버섯육개장(15,000원), 훈제연어(15,000원)"
고기검객,O,"육류,고기",중곡동,서울 광진구 영화사로 40 1층,4.5,"스테이크양념(200g)(12,000원), 돼지왕갈비(300g)(13,000원), 삼겹살(200g)(12,000원), 갈비살(200g)(18,000원), 한우육회(200g)(20,000원)"
6casa,X,"육류,고기",중곡동,서울 광진구 능동로39길 3 1층,3.4,"오겹(180g)(14,000원), 목살(180g)(14,000원), 토시(160g)(16,000원), 갈비(160g)(16,000원), 소고기 된장찌개(5,000원)"
진우식당,O,한식,중곡동,서울 광진구 용마산로 178 1층,4.6,"된장찌개(9,000원), 김치찌개(9,000원), 부대찌개(9,000원), 동태찌개(2인이상)(9,000원), 갈비탕(9,000원), 내장탕(9,000원), 순두부(9,000원), 백반(8,000원)"
따뜻한밥상,X,한식,중곡동,서울 광진구 능동로 440 1층,4.5,"제육볶음(20,000원), 백반(6,000원)"
원할머니보쌈족발 중곡점,X,"족발,보쌈",중곡동,서울 광진구 용마산로 37 1층,2.3,"의성마늘떡보쌈（소）(41,000원), 부드러운족발（중）(42,000원), 이찬원 pick [모둠보쌈]（소）(38,000원), 보족원쌈（2인）(52,000원), 커플원쌈(48,000원), 1인보쌈실속면세트(26,500원), 맛보쌈（소）(37,000원), 솜씨보쌈（소）(36,000원), 맛보쌈（중）(46,000원), 솜씨보쌈（중）(45,000원), 이찬원 pick [모둠보쌈]（중)(48,000원), 이찬원 pick [모둠보쌈]（대）(65,000원), 1인보쌈(21,000원), 1인보쌈주먹밥세트(24,500원), 매운화보쌈(37,000원), 반반보쌈（소）(37,000원), 반반보쌈（중）(46,000원), 의성마늘떡보쌈（중）(50,000원), 맛보쌈（대）(61,000원), 솜씨보쌈（대）(60,000원), 반반보쌈（대）(61,000원), 의성마늘떡보쌈（대）(66,000원), 실속원쌈（3인）(51,000원), 실속원쌈（4인）(61,000원), 보족원쌈（3인）(61,000원), 보족원쌈（4인）(73,000원), 불족원쌈（2인）(55,000원), 불족원쌈（3인）(65,000원), 불족원쌈（4인）(77,000원), 족쌈（중）(61,000원)"
김파삼95,X,삼겹살,중곡동,서울 광진구 능동로 382 1층,4.5,"제육볶음(점심메뉴)(9,000원), 1+등급 한돈 생삼겹(180g)(13,000원), 1+등급 한돈 급냉삼겹(180g)(13,000원), 1+등급 한우 차돌(150g)(19,900원), 김치찌개(점심메뉴)(8,000원)"
양가네양대창,X,"곱창,막창",중곡동,서울 광진구 긴고랑로 59 1층 1호,4.8,"소 특양구이(1인분)(28,000원), 한우생대창구이(1인분)(25,000원), 소곱창전골(중)(40,000원), 소곱창전골(대)(50,000원), 염통구이(20,000원), 소곱창구이(1인분)(25,000원), 소막창구이(1인분)(25,000원), 양대창모듬(1인분)(25,000원), 소곱창모듬(1인분)(25,000원), 양밥(18,000원), 천엽(10,000원), 내장탕(14,000원), 계란찜(4,000원)"
아제로스구이,O,"육류,고기",중곡동,서울 광진구 영화사로 59-1 1층,5.0,"생갈비살모듬 한접시(36,000원), 생소갈비살모듬 반접시(19,000원), 양념갈비살모듬 (한접시)(38,000원), 양념갈비살 모듬 (반접시)(20,000원), 된장찌개(5,000원), 육사시미(100g)(13,000원), 소고기라면(5,000원)"
영자's곱창,X,"곱창,막창",중곡동,서울 광진구 면목로 172 1층,5.0,"돼지곱창전골 밀키트(27,000원), (혼술메뉴2)뼈없는닭발볶음(찐한맛)(12,000원), 순대볶음(12,000원), (최고인기 왕십리전통)야채곱창(13,000원), 양념막창(치킨강정이 생각나는 겉바속촉)(14,000원), (매출2위)막창소금구이(극강의 고소함 감칠맛)(14,000원), (매출1위) 알곱창(야채곱창에 당면빼고 곱창많이)(13,000원), 시원한김치말이국수(6,500원), 순대곱창볶음(순대볶음1인분+야채곱창1인분)(25,000원), (셰프원픽) 새우콩나물곱창 (영자스리미티드메뉴)(30,000원), (인기) 허니갈릭막창 (고소하고 달콤해요)(14,000원), 오코노미막창 (오코노미야끼랑 막창이랑 콜라보)(14,000원), (혼술메뉴1)똥집 (우왕 후라이드치킨맛)(12,000원), (혼술메뉴3)오돌뼈볶음(12,000원), 오돌곱창 (아따 마 쥑이네ㅔㅔㅔ)(25,000원), 1인야채곱창세트(16,000원), 1인양념막창세트(17,000원), 1인소금구이막창세트(17,000원), 1인오코노미막창세트(17,000원), 백순대볶음 (신림동백순대가 그리우신가요)(12,000원), 얼큰하고 뜨끈한 곱창전골(완전조리)(17,900원), 매콤양념똥집(12,000원), 소스 추가 (야채소스)(800원), 소스 추가 (구이소스) 새콤한맛(800원), 푸딩계란찜(3,000원), 참치마요밥(3,000원), 스크램블마요밥(3,000원), 공기밥(1,000원), 콜라 500mL(2,000원), 사이다 500mL(2,000원)"
왕도매회어시장,O,회,중곡동,서울 광진구 능동로47길 17,4.4,"광어 (중)(35,000원), 우럭 (1kg)(45,000원), 도미 (1kg)(58,000원), 전복(30,000원), 도다리 (중)(40,000원), 연어(35,000원), 멍게(15,000원), 산낙지(20,000원), 해삼(20,000원), 초밥(15,000원), 물회( 2인)(35,000원), 오징어(변동가격), 돌멍게(30,000원), 활 우럭탕 (중)(3,010원)"
신성횟집,O,회,중곡동,서울 광진구 영화사로 62,4.3,"참돔(42,000원), 완도대광어(42,000원), 연어(40,000원), 도다리세꼬시(37,000원), 제철 모듬회(37,000원), 대하 구이(30,000원), 팔딱팔딱 살아있네 산 새우(28,000원), 완도대광어(42,000원), 완도대광어1마리（3kg）(120,000원), 완도대광어모듬(42,000원), 대광어＋도미(42,000원), 참돔모듬회（참돔외3종）(42,000원), 광어＋우럭(42,000원), 우럭(42,000원), 쌈야채(2,000원), 스끼다시5종(7,000원), 광어 한줄(12,000원), 우럭 한줄(12,000원), 연어 한줄(12,000원), 도다리1마리세꼬시(22,000원), 멍게 3마리(6,000원), 낙지 1마리(9,000원), 전복 2마리(7,000원), 매운탕（조리）(8,000원), 매운탕（비조리）(6,000원), 우럭 한마리.（600 ~700）(22,000원), 산 새우（7마리）(14,000원), 연어＋광어(44,000원), 연어＋광어＋우럭(44,000원), 연어모듬회(44,000원)"
마포종점,O,"육류,고기",중곡동,서울 광진구 동일로76길 51 1층,4.8,"흑돼지소금구이(1인분)(15,000원), 생삼겹살(1인분)(15,000원), 고추장삼겹살(1인분)(15,000원), 돼지왕갈비(1인분)(15,000원), 돼지껍데기(1인분)(9,000원)"
남원정통추어탕 광진점,X,추어,중곡동,서울 광진구 긴고랑로 99-1 1층,5.0,"정통추어탕(12,000원), 통추어탕(13,000원), 우렁추어탕(13,000원), 추어튀김(10,000원), 다슬기추어탕(14,000원), 추어매콤군만두(8,000원), 왕새우튀김(10,000원), 공기밥(1,000원), 코카콜라355mL(2,000원), 제로 코카콜라355mL(2,000원), 칠성사이다355mL(2,000원), 환타 파인355mL(2,000원)"
강희자얼큰손만두국,X,한식,중곡동,서울 광진구 능동로49길 16 1층 101호,3.9,"시래기만둣국(8,000원), 시래기얼큰만둣국(8,000원), 시래기반반만둣국(8,000원), 냉동만두(6개)(5,000원), 냉동만두(12개)(10,000원)"
제주뜰향갈치전문점 중곡점,X,"해물,생선",중곡동,서울 광진구 능동로 387,2.7,"세트1(23,000원), 세트2(23,000원), 세트3(25,000원), 제주은갈치구이(22,000원), 제주은갈치조림(22,000원), 먹갈치구이(10,000원), 먹갈치조림(10,000원), 고등어 구이(10,000원), 김치 고등어 조림(10,000원), 갈치+고등어 조림(10,000원), 임연수구이(10,000원), 동태내장탕(10,000원), 조개순두부(8,000원)"
혜성풍천장어,X,장어,중곡동,서울 광진구 영화사로 28-1 1동 1층 1호,4.4,"순살 (500g)(38,000원)"
금강숯불생고기,O,"육류,고기",중곡동,서울 광진구 용마산로7길 9 1층,5.0,"삼겹살(15,000원), 냉면(6,000원), 등심(33,000원)"
김환푸드,X,갈비,중곡동,서울 광진구 면목로 165 1층,4.0,"수제쪽갈비（갈비맛）(36,000원), 수제 쪽갈비（매운맛）(37,000원), 반반 수제쪽갈비세트（갈비맛＋매운맛）(52,000원), 숯불닭갈비（매운맛）(35,000원), 반반 수제쪽갈비（소금구이＋갈비맛）(36,000원), 반반 수제쪽갈비（갈비맛＋매운맛）(37,000원), 반반 수제쪽갈비세트（소금구이＋매운맛）(52,000원), 1인쪽갈비세트（갈비맛）(27,000원), 돼지껍데기（매운맛）400g(24,000원), 수제쪽갈비（갈비맛）350g(18,500원), 숯불닭갈비（매운맛）350g(18,500원), 양념게장(13,000원), 수제 생쪽갈비（소금구이）(36,000원), 반반 수제쪽갈비（소금구이＋매운맛）(37,000원), 수제 생쪽갈비세트（소금구이）(51,000원), 수제쪽갈비세트（갈비맛）(51,000원), 수제쪽갈비세트（매운맛）(52,000원), 반반 수제쪽갈비세트（소금구이＋갈비맛）(51,000원), 숯불닭갈비（갈비맛）(35,000원), 숯불반반닭갈비（갈비맛＋매운맛）(35,000원), 숯불닭갈비세트（갈비맛）(51,000원), 숯불닭갈비세트（매운맛）(51,000원), 숯불반반닭갈비세트（갈비맛＋매운맛）(51,000원), 숯불LA갈비(30,000원), 숯불LA갈비세트(37,000원), 1인생쪽갈비세트（소금구이）(27,000원), 1인 매운쪽갈비세트(27,000원), 처음처럼(4,000원), 참이슬 후레쉬(4,000원), 카스(4,500원)"
